Country Name,Series Name,Time,Value
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
Netherlands,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
New Caledonia,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,
New Zealand,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,3.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,3.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,3.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,3.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,3.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,3.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,3.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,3.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,3.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,3.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,3.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,3.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,3
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,3
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,3
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,3
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,2.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,2.5
Nicaragua,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,3
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,3
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,3
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,3
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,3
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,3.5
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,4
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,4
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,3.5
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,3.5
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,3.5
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2016,3.5
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2017,3
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2018,3
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2019,3.5
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2020,3.5
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2021,3
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2022,3
Niger,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2023,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1960,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1961,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1962,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1963,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1964,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1965,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1966,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1967,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1968,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1969,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1970,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1971,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1972,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1973,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1974,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1975,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1976,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1977,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1978,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1979,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1980,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1981,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1982,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1983,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1984,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1985,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1986,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1987,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1988,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1989,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1990,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1991,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1992,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1993,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1994,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1995,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1996,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1997,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1998,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),1999,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2000,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2001,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2002,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2003,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2004,
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2005,3
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2006,3
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2007,3
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2008,3
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2009,3
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2010,3
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2011,3.5
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2012,3.5
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2013,3.5
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2014,3.5
Nigeria,CPIA policy and institutions for environmental sustainability rating (1=low to 6=high),2015,3.5
